Timestamp,RED,IR,Ax,Ay,Az,Gx,Gy,Gz,Temperature
2024-11-12 00:06:07,320,1454,-0.03,-0.09,0.93,2,3,1,27.56
2024-11-12 00:06:07,320,1454,-0.03,-0.09,0.92,3,2,1,27.61
2024-11-12 00:06:07,320,1449,-0.03,-0.08,0.93,2,2,1,27.61
2024-11-12 00:06:07,320,1448,-0.03,-0.09,0.93,3,2,1,27.66
2024-11-12 00:06:08,320,1448,-0.04,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:08,320,1446,-0.04,-0.1,0.93,2,2,1,27.56
2024-11-12 00:06:08,320,1445,-0.03,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:09,319,1440,-0.03,-0.09,0.93,2,2,1,27.61
2024-11-12 00:06:09,319,1441,-0.03,-0.09,0.92,2,3,1,27.56
2024-11-12 00:06:09,319,1440,-0.03,-0.09,0.93,3,3,1,27.61
2024-11-12 00:06:09,318,1433,-0.03,-0.09,0.92,3,3,2,27.66
2024-11-12 00:06:10,317,1431,-0.03,-0.09,0.91,3,2,1,27.56
2024-11-12 00:06:10,317,1431,-0.02,-0.1,0.93,3,3,1,27.61
2024-11-12 00:06:10,317,1427,-0.02,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:10,317,1426,-0.03,-0.1,0.92,2,3,1,27.66
2024-11-12 00:06:11,317,1427,-0.03,-0.1,0.92,3,3,1,27.61
2024-11-12 00:06:11,317,1427,-0.03,-0.1,0.91,2,3,1,27.61
2024-11-12 00:06:11,317,1426,-0.04,-0.09,0.91,3,3,1,27.56
2024-11-12 00:06:12,317,1428,-0.03,-0.09,0.92,3,3,1,27.56
2024-11-12 00:06:12,317,1428,-0.03,-0.09,0.93,3,3,1,27.56
2024-11-12 00:06:12,317,1427,-0.03,-0.09,0.92,3,3,1,27.61
2024-11-12 00:06:12,317,1427,-0.03,-0.09,0.92,3,3,1,27.56
2024-11-12 00:06:13,317,1427,-0.03,-0.1,0.91,3,3,1,27.61
2024-11-12 00:06:13,317,1427,-0.04,-0.1,0.93,3,3,1,27.56
2024-11-12 00:06:13,317,1426,-0.03,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:13,317,1425,-0.04,-0.09,0.93,3,3,1,27.61
2024-11-12 00:06:14,317,1424,-0.04,-0.1,0.91,3,2,1,27.66
2024-11-12 00:06:14,317,1424,-0.03,-0.1,0.92,3,3,1,27.52
2024-11-12 00:06:14,317,1425,-0.04,-0.09,0.92,3,3,1,27.56
2024-11-12 00:06:14,317,1425,-0.03,-0.09,0.92,3,2,1,27.66
2024-11-12 00:06:15,317,1425,-0.04,-0.1,0.92,2,3,1,28.22
2024-11-12 00:06:15,317,1424,-0.03,-0.09,0.93,3,3,1,27.66
2024-11-12 00:06:15,316,1424,-0.03,-0.1,0.92,3,3,1,27.61
2024-11-12 00:06:16,316,1423,-0.03,-0.1,0.92,3,3,1,27.61
2024-11-12 00:06:16,316,1424,-0.03,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:16,317,1424,-0.03,-0.1,0.92,3,2,1,27.56
2024-11-12 00:06:16,317,1423,-0.04,-0.09,0.92,3,3,1,27.56
2024-11-12 00:06:17,317,1423,-0.04,-0.09,0.93,3,3,1,27.61
2024-11-12 00:06:17,317,1426,-0.03,-0.09,0.92,2,3,1,27.56
2024-11-12 00:06:17,317,1426,-0.03,-0.1,0.92,3,3,1,27.61
2024-11-12 00:06:17,317,1425,-0.04,-0.1,0.93,2,3,1,27.61
2024-11-12 00:06:18,317,1431,-0.04,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:18,317,1431,-0.03,-0.09,0.93,2,3,1,27.61
2024-11-12 00:06:18,317,1431,-0.03,-0.09,0.92,3,3,1,27.61
2024-11-12 00:06:18,317,1428,-0.03,-0.1,0.91,3,3,1,27.66
2024-11-12 00:06:19,317,1428,-0.03,-0.09,0.92,3,3,1,27.56
2024-11-12 00:06:19,317,1429,-0.03,-0.08,0.92,3,3,1,27.61
2024-11-12 00:06:19,317,1429,-0.03,-0.1,0.92,3,3,1,27.61
2024-11-12 00:06:19,317,1429,-0.03,-0.09,0.91,3,3,1,27.66
2024-11-12 00:06:20,317,1431,-0.04,-0.09,0.92,3,3,1,27.71
2024-11-12 00:06:20,317,1431,-0.04,-0.09,0.92,3,3,1,27.56
2024-11-12 00:06:20,317,1432,-0.03,-0.09,0.93,3,3,1,27.66
2024-11-12 00:06:20,316,1427,-0.03,-0.09,0.92,3,3,1,27.66
2024-11-12 00:06:21,316,1427,-0.03,-0.09,0.92,2,3,1,27.66
2024-11-12 00:06:21,317,1428,-0.03,-0.1,0.91,3,3,1,27.61
2024-11-12 00:06:21,316,1428,-0.03,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:22,316,1428,-0.02,-0.1,0.92,3,3,1,27.66
2024-11-12 00:06:22,316,1424,-0.02,-0.1,0.92,2,3,1,27.56
2024-11-12 00:06:22,316,1425,-0.03,-0.09,0.93,3,3,1,27.61
2024-11-12 00:06:22,316,1425,-0.02,-0.09,0.92,3,2,1,27.71
2024-11-12 00:06:23,317,1428,-0.03,-0.1,0.92,3,3,2,27.71
2024-11-12 00:06:23,316,1428,-0.03,-0.1,0.92,3,3,1,27.66
